city,year,weekofyear,total_cases
iq,2009,20,7
iq,2009,21,5
iq,2009,22,6
iq,2009,23,6
iq,2009,24,4
iq,2009,25,4
iq,2009,26,5
iq,2009,27,3
iq,2009,28,2
iq,2009,29,4
iq,2009,30,1
iq,2009,31,3
iq,2009,32,4
iq,2009,33,6
iq,2009,34,7
iq,2009,35,10
iq,2009,36,11
iq,2009,37,5
iq,2009,38,4
iq,2009,39,3
iq,2009,40,4
iq,2009,41,3
iq,2009,42,2
iq,2009,43,6
iq,2009,44,4
iq,2009,45,8
iq,2009,46,10
iq,2009,47,8
iq,2009,48,6
iq,2009,49,7
iq,2009,50,6
iq,2009,51,5
iq,2009,52,6
iq,2010,53,22
iq,2010,1,9
iq,2010,2,9
iq,2010,3,14
iq,2010,4,12
iq,2010,5,11
iq,2010,6,11
iq,2010,7,15
iq,2010,8,13
iq,2010,9,13
iq,2010,10,13
iq,2010,11,15
iq,2010,12,9
iq,2010,13,8
iq,2010,14,10
iq,2010,15,7
iq,2010,16,8
iq,2010,17,7
iq,2010,18,7
iq,2010,19,8
iq,2010,20,5
iq,2010,21,7
iq,2010,22,9
iq,2010,23,4
iq,2010,24,2
iq,2010,25,5
